search_evaluation_id,weighting,search_accuracy_pct,final_accuracy_pct,accuracy_delta_pp,search_mflops,final_mflops,final_route_accuracy_pct,underestimation_count,overestimation_count,dispatcher_checkpoint,selected_shufflenetv2_x0_5_count,selected_shufflenetv2_x0_5_fraction,selected_mobilenetv2_x0_5_count,selected_mobilenetv2_x0_5_fraction,selected_resnet56_count,selected_resnet56_fraction,selected_repvgg_a1_count,selected_repvgg_a1_fraction,final_pareto,catalog_interpolated_accuracy_pct,catalog_interpolated_margin_pp,above_catalog_interpolated_front,chromosome_json
836,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00836.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[27.967108107368315,73.88415657045877,20.589643092797008,59.31745454889439,4.403674417945891,42.92171909646987,4.6292451304443745,82.91487617629664,0.989271712439395,8.430612502386722,33.34752041545359,3.1009022825720827,12.20275754612946,39.50601816563901,17.419389330063193,99.10554939428768,1.542557270988012]"
843,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00843.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.455283051425933,72.65567689200967,22.797983991429383,59.01613390943335,4.403674417945891,43.89287882209449,4.6292451304443745,82.94349768441421,0.989271712439395,99.15945062145813,33.34752041545359,11.841740601328414,12.20275754612946,93.98861159669113,17.419389330063193,98.21984235547646,1.5671611835946133]"
899,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00899.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.455283051425933,72.65567689200967,21.94931484752651,63.861696706221835,4.403674417945891,43.837646982638674,2.8129794496057166,33.42622225765258,0.989271712439395,72.99036071788177,33.34752041545359,11.841740601328414,28.789194117866145,94.34281963689715,17.419389330063193,25.86046620957645,1.5671611835946133]"
910,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00910.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.455283051425933,72.99755105876133,82.91433453934664,63.861696706221835,0.2809286153109767,4.755277111919554,0.13813026742305845,33.34069413795181,44.93444020323672,72.99036071788177,47.8960157561585,37.50152914571625,28.789194117866145,94.24450466641767,17.42711301988083,25.86046620957645,1.5671611835946133]"
925,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00925.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.455283051425933,72.65567689200967,22.797983991429383,59.01613390943335,4.403674417945891,42.61791805621163,4.6292451304443745,82.94349768441421,0.989271712439395,99.15945062145813,33.34752041545359,15.142889647749229,12.20275754612946,93.98861159669113,17.419389330063193,98.21984235547646,1.5671611835946133]"
980,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00980.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[30.646074671572503,72.65567689200967,22.797983991429383,59.01613390943335,4.403674417945891,42.61791805621163,4.6292451304443745,82.94349768441421,0.989271712439395,99.15945062145813,33.34752041545359,15.142889647749229,12.20275754612946,93.98861159669113,17.419389330063193,98.21984235547646,1.5671611835946133]"
990,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00990.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.455283051425933,72.65567689200967,22.797983991429383,59.01613390943335,4.403674417945891,42.61791805621163,4.6292451304443745,82.94349768441421,0.989271712439395,99.15945062145813,33.34752041545359,15.142889647749229,12.20275754612946,93.98861159669113,17.419389330063193,98.21984235547646,1.5671611835946133]"
1013,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01013.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.455283051425933,68.33384967046696,32.46465466847171,59.01613390943335,4.403674417945891,42.61791805621163,4.6292451304443745,1.0882996162738294,0.989271712439395,99.33655907620926,33.431280653216426,38.29464263701013,12.20275754612946,36.187733964093255,17.419389330063193,98.21984235547646,1.5795057804872483]"
1036,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01036.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.455283051425933,72.65567689200967,22.797983991429383,59.01613390943335,4.403674417945891,36.21468655291769,4.6292451304443745,82.94349768441421,0.989271712439395,99.15945062145813,33.34752041545359,15.142889647749229,12.20275754612946,93.98861159669113,17.419389330063193,98.21984235547646,1.5671611835946133]"
1062,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01062.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.451166168276668,72.65567689200967,22.797983991429383,9.447389268208713,2.5986139474590644,46.464674632613324,1.2273800985640584,84.88033734337274,0.989271712439395,2.7519666900447675,33.33577125151351,15.142889647749229,12.703380106110142,93.98707353210656,17.564704982461308,24.717187978625056,1.5671611835946133]"
1140,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01140.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.451166168276668,72.65567689200967,22.797983991429383,92.2259809717415,2.5986139474590644,46.50837838544824,73.5297304802285,84.88033734337274,16.546741405310836,2.7519666900447675,23.540267724007144,15.142889647749229,12.703380106110142,92.63508898959947,24.871770756999332,24.717187978625056,1.5671611835946133]"
1157,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01157.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.826449499539525,72.65567689200967,24.04853387676201,8.96218455606192,2.5986139474590644,46.45888132070152,40.277646769408165,84.87992115166713,0.9599160657436201,2.7519666900447675,23.59165364650056,15.142889647749229,12.702360624228657,92.63508898959947,24.871770756999332,24.717187978625056,1.5671611835946133]"
1243,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01243.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,15.142668159100566,0.6039882212078318,92.2259809717415,2.5986139474590644,46.50837838544824,73.00021756220607,84.88033734337274,16.546741405310836,2.7519666900447675,23.89791151312776,15.142889647749229,12.703380106110142,92.63508898959947,24.871770756999332,24.723283123367796,1.5671611835946133]"
1271,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01271.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,15.142668159100566,0.6109107332236507,8.241659818883946,2.5986139474590644,46.50837838544824,73.00021756220607,84.88033734337274,16.546741405310836,2.663924553178726,23.89791151312776,14.993287291983023,15.196794457474756,91.05368547461649,24.871770756999332,24.723283123367796,1.5671611835946133]"
1303,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01303.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,15.142668159100566,0.6039882212078318,92.2259809717415,2.5986139474590644,46.50837838544824,73.00021756220607,84.88033734337274,16.546741405310836,2.7519666900447675,23.89791151312776,15.142889647749229,12.703380106110142,92.63508898959947,24.871770756999332,24.723283123367796,1.5671611835946133]"
1307,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01307.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,15.142668159100566,0.6109107332236507,8.241659818883946,1.3679393646339335,46.50837838544824,73.00021756220607,84.88033734337274,16.546741405310836,2.663924553178726,23.89791151312776,14.993287291983023,15.196794457474756,91.05368547461649,24.871770756999332,24.723283123367796,1.5671611835946133]"
1337,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01337.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.090319587214243,15.142668159100566,0.6109107332236507,8.241659818883946,2.5986139474590644,46.50837838544824,68.73339155270823,86.15421847319416,16.546741405310836,2.663924553178726,23.89791151312776,38.791041388419615,15.079247913011848,91.39363653843527,24.871770756999332,24.706871053952593,1.5671611835946133]"
1349,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01349.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,15.142668159100566,0.6039882212078318,92.63115734030778,2.5986139474590644,26.22200850431142,82.8978510519572,79.14544393665903,16.70663839849884,2.7519666900447675,23.89791151312776,3.407573918382724,12.703380106110142,92.63508898959947,93.45254578858828,71.85753922216041,1.5485940672642016]"
1364,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01364.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,15.14558002692837,0.6109107332236507,8.241659818883946,2.5986139474590644,46.50837838544824,72.7093918837051,84.88033734337274,16.546741405310836,2.663924553178726,30.90183777395426,39.51082280860095,79.40007087287775,91.05368547461649,24.871057329717914,24.723283123367796,1.5671611835946133]"
1458,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01458.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,15.5991280644239,0.6109107332236507,8.241659818883946,2.5986139474590644,46.011117258710094,71.70583985866381,84.88033734337274,16.546741405310836,77.16641278071627,30.90183777395426,39.51082280860095,83.67713511134747,91.05368547461649,24.871057329717914,24.723283123367796,1.5671611835946133]"
1507,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01507.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.126396629072204,15.5991280644239,0.6109107332236507,8.241659818883946,2.5986139474590644,46.00555665283984,71.70583985866381,79.84447748359673,16.546741405310836,75.94065947766171,29.85335047326388,38.13319007690334,83.67713511134747,90.85168539016234,85.95245714403796,24.723283123367796,1.5671611835946133]"
1521,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01521.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,15.5991280644239,0.6109107332236507,8.241659818883946,2.5986139474590644,46.011117258710094,71.70583985866381,84.88033734337274,16.546741405310836,77.16641278071627,30.90183777395426,39.51082280860095,85.69087261093996,91.05368547461649,24.871057329717914,24.723283123367796,1.5671611835946133]"
1555,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01555.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,15.5991280644239,0.6109107332236507,8.241659818883946,2.5986139474590644,46.011117258710094,71.70583985866381,84.88033734337274,16.546741405310836,80.84355009436186,30.90183777395426,39.51082280860095,85.69087261093996,91.05368547461649,24.871057329717914,24.723283123367796,1.5671611835946133]"
1613,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01613.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,15.5991280644239,0.6109107332236507,8.241659818883946,2.5986139474590644,46.011117258710094,71.70583985866381,84.88033734337274,16.546741405310836,80.84355009436186,30.90183777395426,39.51082280860095,85.69087261093996,91.05368547461649,24.871057329717914,24.723283123367796,1.5671611835946133]"
1620,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01620.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,15.590778275669665,0.7520250363844353,8.227123438032356,2.5986139474590644,49.20950086773231,71.70583985866381,82.72743801773844,16.546741405310836,4.465468407733852,30.90183777395426,39.51082280860095,79.89712919946417,91.05368547461649,24.833362891613383,24.723283123367796,1.5671611835946133]"
1626,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01626.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[28.156931939571496,29.77637425489408,0.6109107332236507,8.241659818883946,2.5986139474590644,75.08092376466661,71.80154117231538,91.71272649064498,16.546741405310836,77.16641278071627,30.23906813723633,39.51082280860095,84.49850977440867,91.05368547461649,41.29964779830805,24.723283123367796,1.5671611835946133]"
1665,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01665.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[28.156931939571496,29.77637425489408,0.6109107332236507,8.241659818883946,2.5986139474590644,80.58568389244883,65.90012499233941,91.71272649064498,16.546741405310836,77.16641278071627,30.23906813723633,39.51082280860095,84.49850977440867,91.05368547461649,41.29964779830805,19.72464280746747,1.5671611835946133]"
1681,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01681.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,27.725382287085193,37.97079723463821,7.143144821814287,2.0936736456019824,46.011117258710094,71.34669429660303,84.79906127181616,16.546741405310836,80.84355009436186,30.90183777395426,39.62502875620525,85.69087261093996,91.05368547461649,25.8770144816065,24.723283123367796,1.7864888766661529]"
1709,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01709.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[27.44367340966875,29.77637425489408,0.6109107332236507,8.240888448764277,2.5986139474590644,79.04872862998917,71.80154117231538,91.71272649064498,16.546741405310836,77.16641278071627,95.57529162019355,39.51082280860095,84.49850977440867,91.05368547461649,92.157142025053,24.723283123367796,1.5674517119451168]"
1746,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01746.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[37.11455272151096,27.739506197465133,1.8654483941759814,7.143144821814287,2.0936736456019824,45.88912669464689,71.34674238440094,84.79906127181616,16.546741405310836,80.84355009436186,30.90183777395426,39.51710744731604,85.65327068678391,91.05368547461649,40.5721434987946,24.723283123367796,1.5694016428966737]"
1823,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01823.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[36.93271262092864,27.739506197465133,1.8660869362280208,7.143144821814287,2.0936736456019824,45.88912669464689,34.35323606476721,84.79906127181616,7.651575075919429,80.84355009436186,36.0622515092317,39.51710744731604,85.65327068678391,91.05368547461649,40.5721434987946,24.293420893568147,1.5694016428966737]"
1828,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01828.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[66.06853440300841,27.739506197465133,0.7349153840441683,7.143144821814287,2.0936736456019824,44.77448023524603,71.34674238440094,84.79906127181616,16.53362521049617,80.84355009436186,30.90183777395426,38.703570761753156,82.85559358656081,92.08435862497775,38.817864188246716,64.13029074232334,1.672698513222793]"
1830,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01830.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[59.2533712896648,29.77637425489408,0.6109107332236507,8.241659818883946,2.1224817438297165,75.08092376466661,83.26162036951354,79.98775899220402,16.75212768523548,77.73854470353777,30.23906813723633,39.28407327306097,26.52367666972169,90.99886419318318,93.51476944169261,24.723283123367796,1.571504453951123]"
1878,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01878.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[27.980803980676527,29.601992247427784,36.46174804944805,8.654513303041146,1.9462587383549916,6.634018322145536,83.02827487826542,91.39169536275651,17.733391830049882,10.62836389753451,32.1987412631306,20.51493097189837,81.83690038875356,68.67175877573895,86.17825629099953,26.859226325505517,1.6624945149252874]"
1891,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01891.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[59.2533712896648,29.303915370032193,0.6109107332236507,8.241659818883946,2.1224817438297165,73.74122047494129,82.06359141829684,79.98775899220402,16.75212768523548,77.73854470353777,24.046528040584406,21.111246004364858,26.52367666972169,71.12084536502049,93.51476944169261,25.53562805336544,1.6448260100039123]"
1906,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01906.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[59.2533712896648,29.295604812711233,0.6109107332236507,0.9532327425438254,2.1224817438297165,73.73868982084244,83.26162036951354,79.98775899220402,16.75212768523548,77.73854470353777,30.23906813723633,39.28407327306097,26.52367666972169,91.01340057008797,93.51476944169261,24.723283123367796,1.571504453951123]"
1915,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01915.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[58.70023950910281,17.030425053156176,0.6109107332236507,8.476994771449569,2.1224817438297165,73.74122047494129,79.84942554118595,79.96107954567921,16.75212768523548,4.076982696476229,30.82893939993715,21.111246004364858,30.005703682235943,70.54719045596488,99.13439357891541,25.53562805336544,1.686000424492083]"
1931,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01931.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[67.28067293757852,29.78468481221504,0.6109107332236507,8.241659818883946,2.1224817438297165,75.08345441876546,82.06359141829684,79.98775899220402,16.75212768523548,77.73854470353777,24.046528040584406,21.111246004364858,26.52367666972169,66.67316945332568,93.51476944169261,25.53562805336544,1.6448260100039123]"
1974,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01974.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[93.18114100696155,29.29927815201232,1.3958980406289143,8.241659818883946,2.143864615673941,74.59975597504646,82.06359141829684,37.26090253959637,16.75212768523548,77.73854470353777,24.046528040584406,21.03192947922885,25.498521565114952,70.80095796192695,93.51476944169261,63.107731507925635,1.6448260100039123]"
1995,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-01995.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[69.14956845034963,29.78468481221504,0.7661734732238088,8.241659818883946,2.1224817438297165,75.08345441876546,82.06359141829684,79.98775899220402,16.820694791454756,77.73854470353777,24.046528040584406,21.111246004364858,82.0005583821809,66.56239622188008,93.51476944169261,26.372721830040554,1.6448260100039123]"
2043,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-02043.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[59.82628732842085,29.25377154878631,0.6109107332236507,8.241659818883946,2.1224817438297165,73.74122047494129,82.06359141829684,79.98775899220402,16.58707206012361,80.68012070721895,24.046528040584406,29.4529327603974,26.52367666972169,71.12084536502049,21.72995707499429,25.53562805336544,1.6448260100039123]"
2066,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-02066.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[60.419933677208505,29.303915370032193,0.6109107332236507,8.241659818883946,2.1224817438297165,73.74122047494129,82.06359141829684,79.98775899220402,16.75212768523548,77.73854470353777,24.046528040584406,36.744907542522974,26.52367666972169,71.11133802066915,39.07834192785607,25.803803720984924,1.6167811355249593]"
2124,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-02124.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[60.11124928168777,29.303915370032193,0.5954827017168638,8.241659818883946,2.1224817438297165,73.74122047494129,81.0049556632419,79.90881966562566,17.380074485221563,77.73854470353777,24.046528040584406,21.111246004364858,26.52367666972169,71.05745211383817,92.83290018986827,23.816785001783575,1.6448260100039123]"
2134,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-02134.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[59.2533712896648,29.303915370032193,0.6109107332236507,8.241659818883946,2.1224817438297165,73.74122047494129,82.06359141829684,79.98775899220402,16.75212768523548,77.73854470353777,24.046528040584406,21.111246004364858,26.52367666972169,71.12084536502049,93.51476944169261,25.53562805336544,1.6448260100039123]"
2160,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-02160.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[59.2533712896648,29.303915370032193,0.6109107332236507,8.241659818883946,2.1224817438297165,73.74122047494129,82.06359141829684,79.98775899220402,16.75212768523548,77.73854470353777,24.046528040584406,21.111246004364858,26.52367666972169,71.12084536502049,93.51476944169261,25.53562805336544,1.6448260100039123]"
2173,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-02173.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[60.419933677208505,29.256640416967947,0.6109107332236507,8.241659818883946,2.1224817438297165,73.98449129252947,82.06359141829684,79.00065672738162,14.681137618589561,75.67682241089108,87.78212412516086,71.37752194865973,26.52367666972169,71.37691840019441,39.07834192785607,27.134500615759997,1.6167811355249593]"
2236,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-02236.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[59.2533712896648,28.91256683714289,0.6109107332236507,8.241659818883946,2.1224817438297165,67.82315714586389,82.06359141829684,79.98775899220402,16.75212768523548,77.73854470353777,24.046528040584406,21.111246004364858,26.52367666972169,71.12084536502049,93.51476944169261,25.53562805336544,1.6448260100039123]"
2262,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-02262.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[59.2533712896648,28.931330044851997,0.6109107332236507,8.241659818883946,0.18576265153128446,67.82315714586389,82.06370607103467,79.98775899220402,16.75212768523548,57.93268051293134,24.046528040584406,37.2763785600143,26.52367666972169,71.27114766935172,93.51476944169261,25.53562805336544,1.6448260100039123]"
2282,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-02282.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[60.419933677208505,29.256640416967947,36.42909736533659,8.241659818883946,2.1224817438297165,74.35918137574244,82.06359141829684,65.09679283943512,17.51496822850214,75.67682241089108,89.2287006106301,71.37752194865973,26.52367666972169,71.37691840019441,48.19228349084926,28.059271635882325,1.6170874306752607]"
2293,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-02293.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[59.48636522204495,28.74804948656121,0.6109107332236507,8.241659818883946,2.1224817438297165,46.21090997038455,82.06359141829684,79.98775899220402,16.75212768523548,77.73854470353777,31.55960365563171,62.468308587373926,27.110600618674848,68.66368641858303,97.00559204502702,60.825369642347894,1.6448260100039123]"
