search_evaluation_id,weighting,search_accuracy_pct,final_accuracy_pct,accuracy_delta_pp,search_mflops,final_mflops,final_route_accuracy_pct,underestimation_count,overestimation_count,dispatcher_checkpoint,selected_shufflenetv2_x0_5_count,selected_shufflenetv2_x0_5_fraction,selected_mobilenetv2_x0_5_count,selected_mobilenetv2_x0_5_fraction,selected_resnet56_count,selected_resnet56_fraction,selected_repvgg_a1_count,selected_repvgg_a1_fraction,final_pareto,catalog_interpolated_accuracy_pct,catalog_interpolated_margin_pp,above_catalog_interpolated_front,chromosome_json
385,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00385.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[31.871192979281467,71.63390190156056,16.10156215169436,10.825855592447944,4.403674417945891,95.74517535963079,4.6292451304443745,82.94349768441421,17.673428639949098,99.15915530386889,32.2742321810851,10.64374611254714,16.48186649047666,69.25580398869353,87.75062700003403,86.63504977935318,1.5561090729769056]"
394,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00394.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.451354975984266,71.63390190156056,22.797983991429383,98.66455197765478,4.403674417945891,95.74517535963079,4.6292451304443745,82.92924803409683,27.676247289464932,99.15945062145813,32.25409697986841,11.796482473124843,12.277404345906248,87.3773591470831,17.349010774934563,86.63504977935318,1.561733653079543]"
411,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00411.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.451354975984266,71.63390190156056,2.240399032186259,14.55628733933888,0.42097391433827624,95.73102704226967,82.15581045369439,86.75948070764636,17.588598572340373,99.15945062145813,32.19804117563203,11.796482473124843,80.3617033253394,87.3773591470831,13.960252973401523,86.63504977935318,1.6641596126483131]"
412,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00412.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.451354975984266,71.63390190156056,22.797983991429383,58.30137804162672,4.403674417945891,95.74517535963079,4.6292451304443745,82.94349768441421,27.676247289464932,99.15945062145813,32.2742321810851,11.679483390983435,12.277404345906248,87.39347164636905,17.419389330063193,86.63504977935318,1.547880464794921]"
416,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00416.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[94.89679972547651,73.24265836663577,22.797983991429383,98.66455197765478,4.403674417945891,95.74517535963079,0.22819861564873767,48.102763588538906,27.676247289464932,98.0443396122339,32.67237724913022,61.24921254023452,76.89767899738467,37.17679414417714,17.349010774934563,85.87326031885335,1.561733653079543]"
450,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00450.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.80543152440578,52.81498284385773,66.95654911291085,46.978896342963964,3.3506106157859676,58.56370356578056,5.396959998785697,62.582881511353634,80.10134296473183,99.24170198822675,99.64377404820881,9.870274927018851,3.1106058577286357,31.007365002396426,94.6411266587052,89.4121774265147,1.547880464794921]"
463,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00463.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[94.89679972547651,73.24265836663577,22.797983991429383,98.66455197765478,4.403674417945891,95.74517535963079,0.22819861564873767,48.102763588538906,27.676247289464932,98.0443396122339,32.67237724913022,61.24921254023452,76.89767899738467,37.17679414417714,17.349010774934563,85.87326031885335,1.561733653079543]"
479,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00479.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[31.963329602974127,71.16822495842185,2.350492685000405,18.130408732336008,3.3979848867359657,93.2074751076715,0.6835510626535282,82.88870383314463,3.497077023288764,4.566235597676549,30.907532404408638,13.664079792331178,9.382442835855294,69.31639442749109,24.834445462628118,87.25794423893963,1.559543356746656]"
500,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00500.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.451354975984266,71.63390190156056,22.797983991429383,58.30137804162672,4.403674417945891,95.74517535963079,4.6292451304443745,82.94349768441421,27.676247289464932,99.15945062145813,32.2742321810851,11.679483390983435,12.277404345906248,87.39347164636905,17.419389330063193,86.63504977935318,1.547880464794921]"
538,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00538.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[26.95248361164029,51.67699186006797,54.200311172603236,46.981476034835865,4.705211371372208,54.946196668909,3.316669201714161,81.09557636592494,79.9872717126203,78.34680047429828,53.14979451521793,16.056903934798015,12.22471643055271,90.28831088752196,7.861342089345204,83.40418373674885,1.550296080072603]"
584,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00584.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[26.95248361164029,54.04006525008502,54.200311172603236,46.37756514001633,6.580540031854142,54.946196668909,3.5530269759174296,81.09557636592494,79.9872717126203,78.34680047429828,58.52642655792569,16.056903934798015,81.31238754116956,71.45367572960781,7.861342089345204,83.40418373674885,1.582578412680482]"
632,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00632.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.451354975984266,73.06208619354078,22.797983991429383,58.23359407683407,4.403674417945891,95.74517535963079,4.6292451304443745,82.94349768441421,0.989271712439395,99.15945062145813,33.34752041545359,11.679483390983435,12.277404345906248,87.39753899058856,17.419389330063193,98.21984235547646,1.547451653439643]"
689,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00689.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.455283051425933,72.65567689200967,22.797983991429383,59.01613390943335,4.403674417945891,43.89287882209449,4.6292451304443745,82.94349768441421,0.989271712439395,99.15945062145813,33.34752041545359,11.841740601328414,12.20275754612946,93.98861159669113,17.419389330063193,98.21984235547646,1.5671611835946133]"
736,ISNS,90.725,90.45,-0.275000000000003,21.8151845,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00736.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.451354975984266,73.06208619354078,22.797983991429383,58.23359407683407,4.403674417945891,93.8852248047937,33.732132330900505,1.5389027226912688,0.989271712439395,99.15945062145813,33.34752041545359,39.331551145805065,12.277404345906248,87.39753899058856,17.419389330063193,96.92752620829805,1.547451653439643]"
780,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00780.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.27361724148181,80.13460543255279,60.931311089312004,58.23359407683407,4.403674417945891,96.04374564051521,74.97847161293934,47.00288015692557,71.99096616310736,93.0498038430172,33.34752041545359,11.679483390983435,0.39327987307989254,87.39753899058856,40.11399805805628,98.08888841238284,1.547451653439643]"
796,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00796.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.520267467499636,75.54580723332123,22.797983991429383,58.23359407683407,0.7127779328855652,95.74517535963079,92.49161873239916,82.94349768441421,17.693838717456146,93.67047199367272,53.15295089172994,11.679483390983435,16.286444477285933,93.13660528479485,17.419389330063193,27.118593348598203,1.547451653439643]"
823,ISNS,90.71249999999999,90.45,-0.26249999999999885,21.808192000000002,21.808192000000002,91.85,163,0,artifacts/cifar10/runs/pareto/final/dispatcher-00823.pt,2000,1.0,0,0.0,0,0.0,0,0.0,True,90.13109638537819,0.31890361462181716,True,"[29.520267467499636,75.54580723332123,22.797983991429383,58.580548980693905,0.7127779328855652,95.74517535963079,92.49161873239916,47.51540604073693,17.693838717456146,93.67047199367272,53.15295089172994,57.39724299933722,1.1264794856676783,32.86674303900735,17.419389330063193,30.86908357378729,1.5333168439301568]"
